userId	geneSymbol	geneName	entrezgene	gLink
ENSG00000214944	ARHGEF28	Rho guanine nucleotide exchange factor 28	64283	https://www.ncbi.nlm.nih.gov/gene/?term=64283
ENSG00000272602	ZNF595	zinc finger protein 595	152687	https://www.ncbi.nlm.nih.gov/gene/?term=152687
ENSG00000154529	CNTNAP3B	contactin associated protein like 3B	728577	https://www.ncbi.nlm.nih.gov/gene/?term=728577
ENSG00000106714	CNTNAP3	contactin associated protein like 3	79937	https://www.ncbi.nlm.nih.gov/gene/?term=79937
ENSG00000196167	COLCA1	colorectal cancer associated 1	399948	https://www.ncbi.nlm.nih.gov/gene/?term=399948
ENSG00000229089	ANKRD20A8P	ankyrin repeat domain 20 family member A8, pseudogene	729171	https://www.ncbi.nlm.nih.gov/gene/?term=729171
ENSG00000091513	TF	transferrin	7018	https://www.ncbi.nlm.nih.gov/gene/?term=7018
ENSG00000196549	MME	membrane metalloendopeptidase	4311	https://www.ncbi.nlm.nih.gov/gene/?term=4311
ENSG00000167772	ANGPTL4	angiopoietin like 4	51129	https://www.ncbi.nlm.nih.gov/gene/?term=51129
ENSG00000168079	SCARA5	scavenger receptor class A member 5	286133	https://www.ncbi.nlm.nih.gov/gene/?term=286133
ENSG00000186642	PDE2A	phosphodiesterase 2A	5138	https://www.ncbi.nlm.nih.gov/gene/?term=5138
ENSG00000170153	RNF150	ring finger protein 150	57484	https://www.ncbi.nlm.nih.gov/gene/?term=57484
ENSG00000053254	FOXN3	forkhead box N3	1112	https://www.ncbi.nlm.nih.gov/gene/?term=1112
ENSG00000103227	LMF1	lipase maturation factor 1	64788	https://www.ncbi.nlm.nih.gov/gene/?term=64788
ENSG00000260807	LMF1	lipase maturation factor 1	64788	https://www.ncbi.nlm.nih.gov/gene/?term=64788
ENSG00000158555	GDPD5	glycerophosphodiester phosphodiesterase domain containing 5	81544	https://www.ncbi.nlm.nih.gov/gene/?term=81544
ENSG00000165197	VEGFD	vascular endothelial growth factor D	2277	https://www.ncbi.nlm.nih.gov/gene/?term=2277
ENSG00000169418	NPR1	natriuretic peptide receptor 1	4881	https://www.ncbi.nlm.nih.gov/gene/?term=4881
ENSG00000198844	ARHGEF15	Rho guanine nucleotide exchange factor 15	22899	https://www.ncbi.nlm.nih.gov/gene/?term=22899
ENSG00000164434	FABP7	fatty acid binding protein 7	2173	https://www.ncbi.nlm.nih.gov/gene/?term=2173
ENSG00000054598	FOXC1	forkhead box C1	2296	https://www.ncbi.nlm.nih.gov/gene/?term=2296
ENSG00000152404	CWF19L2	CWF19 like cell cycle control factor 2	143884	https://www.ncbi.nlm.nih.gov/gene/?term=143884
ENSG00000006210	CX3CL1	C-X3-C motif chemokine ligand 1	6376	https://www.ncbi.nlm.nih.gov/gene/?term=6376
ENSG00000277494	GPIHBP1	glycosylphosphatidylinositol anchored high density lipoprotein binding protein 1	338328	https://www.ncbi.nlm.nih.gov/gene/?term=338328
ENSG00000056998	GYG2	glycogenin 2	8908	https://www.ncbi.nlm.nih.gov/gene/?term=8908
ENSG00000196972	SMIM10L2B	small integral membrane protein 10 like 2B	644596	https://www.ncbi.nlm.nih.gov/gene/?term=644596
ENSG00000178947	SMIM10L2A	small integral membrane protein 10 like 2A	399668	https://www.ncbi.nlm.nih.gov/gene/?term=399668
ENSG00000144339	TMEFF2	transmembrane protein with EGF like and two follistatin like domains 2	23671	https://www.ncbi.nlm.nih.gov/gene/?term=23671
ENSG00000081277	PKP1	plakophilin 1	5317	https://www.ncbi.nlm.nih.gov/gene/?term=5317
ENSG00000072163	LIMS2	LIM zinc finger domain containing 2	55679	https://www.ncbi.nlm.nih.gov/gene/?term=55679
ENSG00000096401	CDC5L	cell division cycle 5 like	988	https://www.ncbi.nlm.nih.gov/gene/?term=988
ENSG00000168778	TCTN2	tectonic family member 2	79867	https://www.ncbi.nlm.nih.gov/gene/?term=79867
ENSG00000100146	SOX10	SRY-box 10	6663	https://www.ncbi.nlm.nih.gov/gene/?term=6663
ENSG00000105426	PTPRS	protein tyrosine phosphatase, receptor type S	5802	https://www.ncbi.nlm.nih.gov/gene/?term=5802
ENSG00000092529	CAPN3	calpain 3	825	https://www.ncbi.nlm.nih.gov/gene/?term=825
ENSG00000141750	STAC2	SH3 and cysteine rich domain 2	342667	https://www.ncbi.nlm.nih.gov/gene/?term=342667
ENSG00000142534	RPS11	ribosomal protein S11	6205	https://www.ncbi.nlm.nih.gov/gene/?term=6205
ENSG00000184271	POU6F1	POU class 6 homeobox 1	5463	https://www.ncbi.nlm.nih.gov/gene/?term=5463
ENSG00000144908	ALDH1L1	aldehyde dehydrogenase 1 family member L1	10840	https://www.ncbi.nlm.nih.gov/gene/?term=10840
ENSG00000167588	GPD1	glycerol-3-phosphate dehydrogenase 1	2819	https://www.ncbi.nlm.nih.gov/gene/?term=2819
ENSG00000003096	KLHL13	kelch like family member 13	90293	https://www.ncbi.nlm.nih.gov/gene/?term=90293
ENSG00000177098	SCN4B	sodium voltage-gated channel beta subunit 4	6330	https://www.ncbi.nlm.nih.gov/gene/?term=6330
ENSG00000180914	OXTR	oxytocin receptor	5021	https://www.ncbi.nlm.nih.gov/gene/?term=5021
ENSG00000153253	SCN3A	sodium voltage-gated channel alpha subunit 3	6328	https://www.ncbi.nlm.nih.gov/gene/?term=6328
ENSG00000248144	ADH1C	alcohol dehydrogenase 1C (class I), gamma polypeptide	126	https://www.ncbi.nlm.nih.gov/gene/?term=126
ENSG00000187800	PEAR1	platelet endothelial aggregation receptor 1	375033	https://www.ncbi.nlm.nih.gov/gene/?term=375033
ENSG00000088992	TESC	tescalcin	54997	https://www.ncbi.nlm.nih.gov/gene/?term=54997
ENSG00000079308	TNS1	tensin 1	7145	https://www.ncbi.nlm.nih.gov/gene/?term=7145
ENSG00000167434	CA4	carbonic anhydrase 4	762	https://www.ncbi.nlm.nih.gov/gene/?term=762
ENSG00000123243	ITIH5	inter-alpha-trypsin inhibitor heavy chain family member 5	80760	https://www.ncbi.nlm.nih.gov/gene/?term=80760
ENSG00000100034	PPM1F	protein phosphatase, Mg2+/Mn2+ dependent 1F	9647	https://www.ncbi.nlm.nih.gov/gene/?term=9647
ENSG00000175445	LPL	lipoprotein lipase	4023	https://www.ncbi.nlm.nih.gov/gene/?term=4023
ENSG00000154133	ROBO4	roundabout guidance receptor 4	54538	https://www.ncbi.nlm.nih.gov/gene/?term=54538
ENSG00000161649	CD300LG	CD300 molecule like family member g	146894	https://www.ncbi.nlm.nih.gov/gene/?term=146894
ENSG00000203727	SAMD5	sterile alpha motif domain containing 5	389432	https://www.ncbi.nlm.nih.gov/gene/?term=389432
ENSG00000131746	TNS4	tensin 4	84951	https://www.ncbi.nlm.nih.gov/gene/?term=84951
ENSG00000168824	NSG1	neuronal vesicle trafficking associated 1	27065	https://www.ncbi.nlm.nih.gov/gene/?term=27065
ENSG00000160111	CPAMD8	C3 and PZP like, alpha-2-macroglobulin domain containing 8	27151	https://www.ncbi.nlm.nih.gov/gene/?term=27151
ENSG00000184811	TRARG1	trafficking regulator of GLUT4 (SLC2A4) 1	286753	https://www.ncbi.nlm.nih.gov/gene/?term=286753
ENSG00000280938	TRARG1	trafficking regulator of GLUT4 (SLC2A4) 1	286753	https://www.ncbi.nlm.nih.gov/gene/?term=286753
ENSG00000168309	FAM107A	family with sequence similarity 107 member A	11170	https://www.ncbi.nlm.nih.gov/gene/?term=11170
ENSG00000076555	ACACB	acetyl-CoA carboxylase beta	32	https://www.ncbi.nlm.nih.gov/gene/?term=32
ENSG00000079337	RAPGEF3	Rap guanine nucleotide exchange factor 3	10411	https://www.ncbi.nlm.nih.gov/gene/?term=10411
ENSG00000135424	ITGA7	integrin subunit alpha 7	3679	https://www.ncbi.nlm.nih.gov/gene/?term=3679
ENSG00000007216	SLC13A2	solute carrier family 13 member 2	9058	https://www.ncbi.nlm.nih.gov/gene/?term=9058
ENSG00000196843	ARID5A	AT-rich interaction domain 5A	10865	https://www.ncbi.nlm.nih.gov/gene/?term=10865
ENSG00000165775	FUNDC2	FUN14 domain containing 2	65991	https://www.ncbi.nlm.nih.gov/gene/?term=65991
ENSG00000198483	ANKRD35	ankyrin repeat domain 35	148741	https://www.ncbi.nlm.nih.gov/gene/?term=148741
ENSG00000075914	EXOSC7	exosome component 7	23016	https://www.ncbi.nlm.nih.gov/gene/?term=23016
ENSG00000163815	CLEC3B	C-type lectin domain family 3 member B	7123	https://www.ncbi.nlm.nih.gov/gene/?term=7123
ENSG00000109610	SOD3	superoxide dismutase 3	6649	https://www.ncbi.nlm.nih.gov/gene/?term=6649
ENSG00000147862	NFIB	nuclear factor I B	4781	https://www.ncbi.nlm.nih.gov/gene/?term=4781
ENSG00000104897	SF3A2	splicing factor 3a subunit 2	8175	https://www.ncbi.nlm.nih.gov/gene/?term=8175
ENSG00000140545	MFGE8	milk fat globule-EGF factor 8 protein	4240	https://www.ncbi.nlm.nih.gov/gene/?term=4240
ENSG00000197766	CFD	complement factor D	1675	https://www.ncbi.nlm.nih.gov/gene/?term=1675
ENSG00000274619	CFD	complement factor D	1675	https://www.ncbi.nlm.nih.gov/gene/?term=1675
ENSG00000187288	CIDEC	cell death inducing DFFA like effector c	63924	https://www.ncbi.nlm.nih.gov/gene/?term=63924
ENSG00000126878	AIF1L	allograft inflammatory factor 1 like	83543	https://www.ncbi.nlm.nih.gov/gene/?term=83543
ENSG00000160191	PDE9A	phosphodiesterase 9A	5152	https://www.ncbi.nlm.nih.gov/gene/?term=5152
ENSG00000174697	LEP	leptin	3952	https://www.ncbi.nlm.nih.gov/gene/?term=3952
ENSG00000138207	RBP4	retinol binding protein 4	5950	https://www.ncbi.nlm.nih.gov/gene/?term=5950
ENSG00000153291	SLC25A27	solute carrier family 25 member 27	9481	https://www.ncbi.nlm.nih.gov/gene/?term=9481
ENSG00000157654	PALM2-AKAP2	PALM2-AKAP2 readthrough	445815	https://www.ncbi.nlm.nih.gov/gene/?term=445815
ENSG00000241978	AKAP2	A-kinase anchoring protein 2	11217	https://www.ncbi.nlm.nih.gov/gene/?term=11217
ENSG00000243444	PALM2	paralemmin 2	114299	https://www.ncbi.nlm.nih.gov/gene/?term=114299
ENSG00000151623	NR3C2	nuclear receptor subfamily 3 group C member 2	4306	https://www.ncbi.nlm.nih.gov/gene/?term=4306
ENSG00000109846	CRYAB	crystallin alpha B	1410	https://www.ncbi.nlm.nih.gov/gene/?term=1410
ENSG00000086570	FAT2	FAT atypical cadherin 2	2196	https://www.ncbi.nlm.nih.gov/gene/?term=2196
ENSG00000065371	ROPN1	rhophilin associated tail protein 1	54763	https://www.ncbi.nlm.nih.gov/gene/?term=54763
ENSG00000133067	LGR6	leucine rich repeat containing G protein-coupled receptor 6	59352	https://www.ncbi.nlm.nih.gov/gene/?term=59352
ENSG00000231584	FAHD2CP	fumarylacetoacetate hydrolase domain containing 2C, pseudogene	729234	https://www.ncbi.nlm.nih.gov/gene/?term=729234
ENSG00000166823	MESP1	mesoderm posterior bHLH transcription factor 1	55897	https://www.ncbi.nlm.nih.gov/gene/?term=55897
ENSG00000158186	MRAS	muscle RAS oncogene homolog	22808	https://www.ncbi.nlm.nih.gov/gene/?term=22808
ENSG00000167676	PLIN4	perilipin 4	729359	https://www.ncbi.nlm.nih.gov/gene/?term=729359
ENSG00000168477	TNXB	tenascin XB	7148	https://www.ncbi.nlm.nih.gov/gene/?term=7148
ENSG00000233323	TNXB	tenascin XB	7148	https://www.ncbi.nlm.nih.gov/gene/?term=7148
ENSG00000236221	TNXB	tenascin XB	7148	https://www.ncbi.nlm.nih.gov/gene/?term=7148
ENSG00000236236	TNXB	tenascin XB	7148	https://www.ncbi.nlm.nih.gov/gene/?term=7148
ENSG00000229353	TNXB	tenascin XB	7148	https://www.ncbi.nlm.nih.gov/gene/?term=7148
ENSG00000229341	TNXB	tenascin XB	7148	https://www.ncbi.nlm.nih.gov/gene/?term=7148
ENSG00000231608	TNXB	tenascin XB	7148	https://www.ncbi.nlm.nih.gov/gene/?term=7148
ENSG00000206258	TNXB	tenascin XB	7148	https://www.ncbi.nlm.nih.gov/gene/?term=7148
ENSG00000170145	SIK2	salt inducible kinase 2	23235	https://www.ncbi.nlm.nih.gov/gene/?term=23235
ENSG00000168874	ATOH8	atonal bHLH transcription factor 8	84913	https://www.ncbi.nlm.nih.gov/gene/?term=84913
ENSG00000233429	HOTAIRM1	HOXA transcript antisense RNA, myeloid-specific 1	100506311	https://www.ncbi.nlm.nih.gov/gene/?term=100506311
ENSG00000165795	NDRG2	NDRG family member 2	57447	https://www.ncbi.nlm.nih.gov/gene/?term=57447
ENSG00000248019	FAM13A-AS1	FAM13A antisense RNA 1	285512	https://www.ncbi.nlm.nih.gov/gene/?term=285512
ENSG00000261857	MIA	MIA SH3 domain containing	8190	https://www.ncbi.nlm.nih.gov/gene/?term=8190
ENSG00000110195	FOLR1	folate receptor 1	2348	https://www.ncbi.nlm.nih.gov/gene/?term=2348
ENSG00000018625	ATP1A2	ATPase Na+/K+ transporting subunit alpha 2	477	https://www.ncbi.nlm.nih.gov/gene/?term=477
ENSG00000166292	TMEM100	transmembrane protein 100	55273	https://www.ncbi.nlm.nih.gov/gene/?term=55273
ENSG00000135447	PPP1R1A	protein phosphatase 1 regulatory inhibitor subunit 1A	5502	https://www.ncbi.nlm.nih.gov/gene/?term=5502
ENSG00000105379	ETFB	electron transfer flavoprotein subunit beta	2109	https://www.ncbi.nlm.nih.gov/gene/?term=2109
ENSG00000110799	VWF	von Willebrand factor	7450	https://www.ncbi.nlm.nih.gov/gene/?term=7450
ENSG00000108622	ICAM2	intercellular adhesion molecule 2	3384	https://www.ncbi.nlm.nih.gov/gene/?term=3384
ENSG00000165810	BTNL9	butyrophilin like 9	153579	https://www.ncbi.nlm.nih.gov/gene/?term=153579
ENSG00000164825	DEFB1	defensin beta 1	1672	https://www.ncbi.nlm.nih.gov/gene/?term=1672
ENSG00000284881	DEFB1	defensin beta 1	1672	https://www.ncbi.nlm.nih.gov/gene/?term=1672
ENSG00000154736	ADAMTS5	ADAM metallopeptidase with thrombospondin type 1 motif 5	11096	https://www.ncbi.nlm.nih.gov/gene/?term=11096
ENSG00000135218	CD36	CD36 molecule	948	https://www.ncbi.nlm.nih.gov/gene/?term=948
ENSG00000266964	FXYD1	FXYD domain containing ion transport regulator 1	5348	https://www.ncbi.nlm.nih.gov/gene/?term=5348
ENSG00000164849	GPR146	G protein-coupled receptor 146	115330	https://www.ncbi.nlm.nih.gov/gene/?term=115330
ENSG00000141404	GNAL	G protein subunit alpha L	2774	https://www.ncbi.nlm.nih.gov/gene/?term=2774
ENSG00000185818	NAT8L	N-acetyltransferase 8 like	339983	https://www.ncbi.nlm.nih.gov/gene/?term=339983
ENSG00000103264	FBXO31	F-box protein 31	79791	https://www.ncbi.nlm.nih.gov/gene/?term=79791
ENSG00000136002	ARHGEF4	Rho guanine nucleotide exchange factor 4	50649	https://www.ncbi.nlm.nih.gov/gene/?term=50649
ENSG00000120471	TP53AIP1	tumor protein p53 regulated apoptosis inducing protein 1	63970	https://www.ncbi.nlm.nih.gov/gene/?term=63970
ENSG00000116473	RAP1A	RAP1A, member of RAS oncogene family	5906	https://www.ncbi.nlm.nih.gov/gene/?term=5906
ENSG00000164330	EBF1	EBF transcription factor 1	1879	https://www.ncbi.nlm.nih.gov/gene/?term=1879
ENSG00000148143	ZNF462	zinc finger protein 462	58499	https://www.ncbi.nlm.nih.gov/gene/?term=58499
ENSG00000158125	XDH	xanthine dehydrogenase	7498	https://www.ncbi.nlm.nih.gov/gene/?term=7498
ENSG00000123612	ACVR1C	activin A receptor type 1C	130399	https://www.ncbi.nlm.nih.gov/gene/?term=130399
ENSG00000189129	PLAC9	placenta specific 9	219348	https://www.ncbi.nlm.nih.gov/gene/?term=219348
ENSG00000197696	NMB	neuromedin B	4828	https://www.ncbi.nlm.nih.gov/gene/?term=4828
ENSG00000229891	LINC01315	long intergenic non-protein coding RNA 1315	102723775	https://www.ncbi.nlm.nih.gov/gene/?term=102723775
ENSG00000111716	LDHB	lactate dehydrogenase B	3945	https://www.ncbi.nlm.nih.gov/gene/?term=3945
ENSG00000184113	CLDN5	claudin 5	7122	https://www.ncbi.nlm.nih.gov/gene/?term=7122
ENSG00000206384	COL6A6	collagen type VI alpha 6 chain	131873	https://www.ncbi.nlm.nih.gov/gene/?term=131873
ENSG00000167779	IGFBP6	insulin like growth factor binding protein 6	3489	https://www.ncbi.nlm.nih.gov/gene/?term=3489
ENSG00000169035	KLK7	kallikrein related peptidase 7	5650	https://www.ncbi.nlm.nih.gov/gene/?term=5650
ENSG00000182253	SYNM	synemin	23336	https://www.ncbi.nlm.nih.gov/gene/?term=23336
ENSG00000138131	LOXL4	lysyl oxidase like 4	84171	https://www.ncbi.nlm.nih.gov/gene/?term=84171
ENSG00000104332	SFRP1	secreted frizzled related protein 1	6422	https://www.ncbi.nlm.nih.gov/gene/?term=6422
ENSG00000134339	SAA2	serum amyloid A2	6289	https://www.ncbi.nlm.nih.gov/gene/?term=6289
ENSG00000173432	SAA1	serum amyloid A1	6288	https://www.ncbi.nlm.nih.gov/gene/?term=6288
ENSG00000151364	KCTD14	potassium channel tetramerization domain containing 14	65987	https://www.ncbi.nlm.nih.gov/gene/?term=65987
ENSG00000131069	ACSS2	acyl-CoA synthetase short chain family member 2	55902	https://www.ncbi.nlm.nih.gov/gene/?term=55902
ENSG00000010319	SEMA3G	semaphorin 3G	56920	https://www.ncbi.nlm.nih.gov/gene/?term=56920
ENSG00000108924	HLF	HLF, PAR bZIP transcription factor	3131	https://www.ncbi.nlm.nih.gov/gene/?term=3131
ENSG00000150471	ADGRL3	adhesion G protein-coupled receptor L3	23284	https://www.ncbi.nlm.nih.gov/gene/?term=23284
ENSG00000066735	KIF26A	kinesin family member 26A	26153	https://www.ncbi.nlm.nih.gov/gene/?term=26153
ENSG00000008441	NFIX	nuclear factor I X	4784	https://www.ncbi.nlm.nih.gov/gene/?term=4784
ENSG00000235505	CASP17P	caspase 17, pseudogene	643733	https://www.ncbi.nlm.nih.gov/gene/?term=643733
ENSG00000196878	LAMB3	laminin subunit beta 3	3914	https://www.ncbi.nlm.nih.gov/gene/?term=3914
ENSG00000092621	PHGDH	phosphoglycerate dehydrogenase	26227	https://www.ncbi.nlm.nih.gov/gene/?term=26227
ENSG00000151632	AKR1C2	aldo-keto reductase family 1 member C2	1646	https://www.ncbi.nlm.nih.gov/gene/?term=1646
ENSG00000184347	SLIT3	slit guidance ligand 3	6586	https://www.ncbi.nlm.nih.gov/gene/?term=6586
ENSG00000076706	MCAM	melanoma cell adhesion molecule	4162	https://www.ncbi.nlm.nih.gov/gene/?term=4162
ENSG00000197756	RPL37A	ribosomal protein L37a	6168	https://www.ncbi.nlm.nih.gov/gene/?term=6168
ENSG00000255071	SAA2-SAA4	SAA2-SAA4 readthrough	100528017	https://www.ncbi.nlm.nih.gov/gene/?term=100528017
ENSG00000118596	SLC16A7	solute carrier family 16 member 7	9194	https://www.ncbi.nlm.nih.gov/gene/?term=9194
ENSG00000170271	FAXDC2	fatty acid hydroxylase domain containing 2	10826	https://www.ncbi.nlm.nih.gov/gene/?term=10826
ENSG00000114547	ROPN1B	rhophilin associated tail protein 1B	152015	https://www.ncbi.nlm.nih.gov/gene/?term=152015
ENSG00000196196	HRCT1	histidine rich carboxyl terminus 1	646962	https://www.ncbi.nlm.nih.gov/gene/?term=646962
ENSG00000174514	MFSD4A	major facilitator superfamily domain containing 4A	148808	https://www.ncbi.nlm.nih.gov/gene/?term=148808
ENSG00000163975	MELTF	melanotransferrin	4241	https://www.ncbi.nlm.nih.gov/gene/?term=4241
ENSG00000136425	CIB2	calcium and integrin binding family member 2	10518	https://www.ncbi.nlm.nih.gov/gene/?term=10518
ENSG00000187260	WDR86	WD repeat domain 86	349136	https://www.ncbi.nlm.nih.gov/gene/?term=349136
ENSG00000198624	CCDC69	coiled-coil domain containing 69	26112	https://www.ncbi.nlm.nih.gov/gene/?term=26112
ENSG00000129757	CDKN1C	cyclin dependent kinase inhibitor 1C	1028	https://www.ncbi.nlm.nih.gov/gene/?term=1028
ENSG00000273707	CDKN1C	cyclin dependent kinase inhibitor 1C	1028	https://www.ncbi.nlm.nih.gov/gene/?term=1028
ENSG00000161281	COX7A1	cytochrome c oxidase subunit 7A1	1346	https://www.ncbi.nlm.nih.gov/gene/?term=1346
ENSG00000261371	PECAM1	platelet and endothelial cell adhesion molecule 1	5175	https://www.ncbi.nlm.nih.gov/gene/?term=5175
ENSG00000175785	PRIMA1	proline rich membrane anchor 1	145270	https://www.ncbi.nlm.nih.gov/gene/?term=145270
ENSG00000274089	PRIMA1	proline rich membrane anchor 1	145270	https://www.ncbi.nlm.nih.gov/gene/?term=145270
ENSG00000112320	SOBP	sine oculis binding protein homolog	55084	https://www.ncbi.nlm.nih.gov/gene/?term=55084
ENSG00000136717	BIN1	bridging integrator 1	274	https://www.ncbi.nlm.nih.gov/gene/?term=274
ENSG00000284148	MIR6756	microRNA 6756	102465453	https://www.ncbi.nlm.nih.gov/gene/?term=102465453
ENSG00000164683	HEY1	hes related family bHLH transcription factor with YRPW motif 1	23462	https://www.ncbi.nlm.nih.gov/gene/?term=23462
ENSG00000133392	MYH11	myosin heavy chain 11	4629	https://www.ncbi.nlm.nih.gov/gene/?term=4629
ENSG00000276480	MYH11	myosin heavy chain 11	4629	https://www.ncbi.nlm.nih.gov/gene/?term=4629
ENSG00000160886	LY6K	lymphocyte antigen 6 family member K	54742	https://www.ncbi.nlm.nih.gov/gene/?term=54742
ENSG00000131471	AOC3	amine oxidase, copper containing 3	8639	https://www.ncbi.nlm.nih.gov/gene/?term=8639
ENSG00000129151	BBOX1	gamma-butyrobetaine hydroxylase 1	8424	https://www.ncbi.nlm.nih.gov/gene/?term=8424
ENSG00000126561	STAT5A	signal transducer and activator of transcription 5A	6776	https://www.ncbi.nlm.nih.gov/gene/?term=6776
ENSG00000163050	COQ8A	coenzyme Q8A	56997	https://www.ncbi.nlm.nih.gov/gene/?term=56997
ENSG00000167617	CDC42EP5	CDC42 effector protein 5	148170	https://www.ncbi.nlm.nih.gov/gene/?term=148170
ENSG00000273622	CDC42EP5	CDC42 effector protein 5	148170	https://www.ncbi.nlm.nih.gov/gene/?term=148170
ENSG00000273633	CDC42EP5	CDC42 effector protein 5	148170	https://www.ncbi.nlm.nih.gov/gene/?term=148170
ENSG00000278444	CDC42EP5	CDC42 effector protein 5	148170	https://www.ncbi.nlm.nih.gov/gene/?term=148170
ENSG00000176533	GNG7	G protein subunit gamma 7	2788	https://www.ncbi.nlm.nih.gov/gene/?term=2788
ENSG00000165186	PTCHD1	patched domain containing 1	139411	https://www.ncbi.nlm.nih.gov/gene/?term=139411
ENSG00000134419	RPS15A	ribosomal protein S15a	6210	https://www.ncbi.nlm.nih.gov/gene/?term=6210
ENSG00000136160	EDNRB	endothelin receptor type B	1910	https://www.ncbi.nlm.nih.gov/gene/?term=1910
ENSG00000024422	EHD2	EH domain containing 2	30846	https://www.ncbi.nlm.nih.gov/gene/?term=30846
ENSG00000009950	MLXIPL	MLX interacting protein like	51085	https://www.ncbi.nlm.nih.gov/gene/?term=51085
ENSG00000147010	SH3KBP1	SH3 domain containing kinase binding protein 1	30011	https://www.ncbi.nlm.nih.gov/gene/?term=30011
ENSG00000224958	PGM5-AS1	PGM5 antisense RNA 1	572558	https://www.ncbi.nlm.nih.gov/gene/?term=572558
ENSG00000174804	FZD4	frizzled class receptor 4	8322	https://www.ncbi.nlm.nih.gov/gene/?term=8322
ENSG00000164879	CA3	carbonic anhydrase 3	761	https://www.ncbi.nlm.nih.gov/gene/?term=761
ENSG00000151914	DST	dystonin	667	https://www.ncbi.nlm.nih.gov/gene/?term=667
ENSG00000170549	IRX1	iroquois homeobox 1	79192	https://www.ncbi.nlm.nih.gov/gene/?term=79192
ENSG00000163884	KLF15	Kruppel like factor 15	28999	https://www.ncbi.nlm.nih.gov/gene/?term=28999
ENSG00000189056	RELN	reelin	5649	https://www.ncbi.nlm.nih.gov/gene/?term=5649
ENSG00000163431	LMOD1	leiomodin 1	25802	https://www.ncbi.nlm.nih.gov/gene/?term=25802
ENSG00000198947	DMD	dystrophin	1756	https://www.ncbi.nlm.nih.gov/gene/?term=1756
ENSG00000149289	ZC3H12C	zinc finger CCCH-type containing 12C	85463	https://www.ncbi.nlm.nih.gov/gene/?term=85463
ENSG00000156076	WIF1	WNT inhibitory factor 1	11197	https://www.ncbi.nlm.nih.gov/gene/?term=11197
ENSG00000154856	APCDD1	APC down-regulated 1	147495	https://www.ncbi.nlm.nih.gov/gene/?term=147495
ENSG00000133800	LYVE1	lymphatic vessel endothelial hyaluronan receptor 1	10894	https://www.ncbi.nlm.nih.gov/gene/?term=10894
ENSG00000196616	ADH1B	alcohol dehydrogenase 1B (class I), beta polypeptide	125	https://www.ncbi.nlm.nih.gov/gene/?term=125
