userId	geneSymbol	geneName	entrezgene	gLink
ENSG00000165934	CPSF2	cleavage and polyadenylation specific factor 2	53981	https://www.ncbi.nlm.nih.gov/gene/?term=53981
ENSG00000186591	UBE2H	ubiquitin conjugating enzyme E2 H	7328	https://www.ncbi.nlm.nih.gov/gene/?term=7328
ENSG00000133816	MICAL2	microtubule associated monooxygenase, calponin and LIM domain containing 2	9645	https://www.ncbi.nlm.nih.gov/gene/?term=9645
ENSG00000133816	MICALCL	MICAL C-terminal like	84953	https://www.ncbi.nlm.nih.gov/gene/?term=84953
ENSG00000088930	XRN2	5'-3' exoribonuclease 2	22803	https://www.ncbi.nlm.nih.gov/gene/?term=22803
ENSG00000108821	COL1A1	collagen type I alpha 1 chain	1277	https://www.ncbi.nlm.nih.gov/gene/?term=1277
ENSG00000066777	ARFGEF1	ADP ribosylation factor guanine nucleotide exchange factor 1	10565	https://www.ncbi.nlm.nih.gov/gene/?term=10565
ENSG00000122641	INHBA	inhibin subunit beta A	3624	https://www.ncbi.nlm.nih.gov/gene/?term=3624
ENSG00000128595	CALU	calumenin	813	https://www.ncbi.nlm.nih.gov/gene/?term=813
ENSG00000112851	ERBIN	erbb2 interacting protein	55914	https://www.ncbi.nlm.nih.gov/gene/?term=55914
ENSG00000168137	SETD5	SET domain containing 5	55209	https://www.ncbi.nlm.nih.gov/gene/?term=55209
ENSG00000107929	LARP4B	La ribonucleoprotein domain family member 4B	23185	https://www.ncbi.nlm.nih.gov/gene/?term=23185
ENSG00000071189	SNX13	sorting nexin 13	23161	https://www.ncbi.nlm.nih.gov/gene/?term=23161
ENSG00000134108	ARL8B	ADP ribosylation factor like GTPase 8B	55207	https://www.ncbi.nlm.nih.gov/gene/?term=55207
ENSG00000059573	ALDH18A1	aldehyde dehydrogenase 18 family member A1	5832	https://www.ncbi.nlm.nih.gov/gene/?term=5832
ENSG00000109436	TBC1D9	TBC1 domain family member 9	23158	https://www.ncbi.nlm.nih.gov/gene/?term=23158
ENSG00000166471	TMEM41B	transmembrane protein 41B	440026	https://www.ncbi.nlm.nih.gov/gene/?term=440026
ENSG00000101901	ALG13	ALG13, UDP-N-acetylglucosaminyltransferase subunit	79868	https://www.ncbi.nlm.nih.gov/gene/?term=79868
ENSG00000164574	GALNT10	polypeptide N-acetylgalactosaminyltransferase 10	55568	https://www.ncbi.nlm.nih.gov/gene/?term=55568
ENSG00000143183	TMCO1	transmembrane and coiled-coil domains 1	54499	https://www.ncbi.nlm.nih.gov/gene/?term=54499
ENSG00000198860	TSEN15	tRNA splicing endonuclease subunit 15	116461	https://www.ncbi.nlm.nih.gov/gene/?term=116461
ENSG00000143622	RIT1	Ras like without CAAX 1	6016	https://www.ncbi.nlm.nih.gov/gene/?term=6016
ENSG00000082153	BZW1	basic leucine zipper and W2 domains 1	9689	https://www.ncbi.nlm.nih.gov/gene/?term=9689
ENSG00000215301	DDX3X	DEAD-box helicase 3 X-linked	1654	https://www.ncbi.nlm.nih.gov/gene/?term=1654
ENSG00000003056	M6PR	mannose-6-phosphate receptor, cation dependent	4074	https://www.ncbi.nlm.nih.gov/gene/?term=4074
ENSG00000198015	MRPL42	mitochondrial ribosomal protein L42	28977	https://www.ncbi.nlm.nih.gov/gene/?term=28977
ENSG00000183283	DAZAP2	DAZ associated protein 2	9802	https://www.ncbi.nlm.nih.gov/gene/?term=9802
ENSG00000205155	PSENEN	presenilin enhancer, gamma-secretase subunit	55851	https://www.ncbi.nlm.nih.gov/gene/?term=55851
ENSG00000116406	EDEM3	ER degradation enhancing alpha-mannosidase like protein 3	80267	https://www.ncbi.nlm.nih.gov/gene/?term=80267
ENSG00000114346	ECT2	epithelial cell transforming 2	1894	https://www.ncbi.nlm.nih.gov/gene/?term=1894
ENSG00000104415	CCN4	cellular communication network factor 4	8840	https://www.ncbi.nlm.nih.gov/gene/?term=8840
ENSG00000151239	TWF1	twinfilin actin binding protein 1	5756	https://www.ncbi.nlm.nih.gov/gene/?term=5756
ENSG00000184992	BRI3BP	BRI3 binding protein	140707	https://www.ncbi.nlm.nih.gov/gene/?term=140707
ENSG00000103342	GSPT1	G1 to S phase transition 1	2935	https://www.ncbi.nlm.nih.gov/gene/?term=2935
ENSG00000161980	POLR3K	RNA polymerase III subunit K	51728	https://www.ncbi.nlm.nih.gov/gene/?term=51728
ENSG00000134107	BHLHE40	basic helix-loop-helix family member e40	8553	https://www.ncbi.nlm.nih.gov/gene/?term=8553
ENSG00000062650	WAPL	WAPL cohesin release factor	23063	https://www.ncbi.nlm.nih.gov/gene/?term=23063
ENSG00000166503	HDGFL3	HDGF like 3	50810	https://www.ncbi.nlm.nih.gov/gene/?term=50810
ENSG00000138764	CCNG2	cyclin G2	901	https://www.ncbi.nlm.nih.gov/gene/?term=901
ENSG00000133935	ERG28	ergosterol biosynthesis 28 homolog	11161	https://www.ncbi.nlm.nih.gov/gene/?term=11161
ENSG00000117335	CD46	CD46 molecule	4179	https://www.ncbi.nlm.nih.gov/gene/?term=4179
ENSG00000099953	MMP11	matrix metallopeptidase 11	4320	https://www.ncbi.nlm.nih.gov/gene/?term=4320
ENSG00000275365	MMP11	matrix metallopeptidase 11	4320	https://www.ncbi.nlm.nih.gov/gene/?term=4320
ENSG00000140937	CDH11	cadherin 11	1009	https://www.ncbi.nlm.nih.gov/gene/?term=1009
ENSG00000122068	FYTTD1	forty-two-three domain containing 1	84248	https://www.ncbi.nlm.nih.gov/gene/?term=84248
ENSG00000109586	GALNT7	polypeptide N-acetylgalactosaminyltransferase 7	51809	https://www.ncbi.nlm.nih.gov/gene/?term=51809
ENSG00000163694	RBM47	RNA binding motif protein 47	54502	https://www.ncbi.nlm.nih.gov/gene/?term=54502
ENSG00000099219	ERMP1	endoplasmic reticulum metallopeptidase 1	79956	https://www.ncbi.nlm.nih.gov/gene/?term=79956
ENSG00000092199	HNRNPC	heterogeneous nuclear ribonucleoprotein C (C1/C2)	3183	https://www.ncbi.nlm.nih.gov/gene/?term=3183
ENSG00000101191	DIDO1	death inducer-obliterator 1	11083	https://www.ncbi.nlm.nih.gov/gene/?term=11083
ENSG00000131473	ACLY	ATP citrate lyase	47	https://www.ncbi.nlm.nih.gov/gene/?term=47
ENSG00000101266	CSNK2A1	casein kinase 2 alpha 1	1457	https://www.ncbi.nlm.nih.gov/gene/?term=1457
ENSG00000117122	MFAP2	microfibril associated protein 2	4237	https://www.ncbi.nlm.nih.gov/gene/?term=4237
ENSG00000166233	ARIH1	ariadne RBR E3 ubiquitin protein ligase 1	25820	https://www.ncbi.nlm.nih.gov/gene/?term=25820
ENSG00000198612	COPS8	COP9 signalosome subunit 8	10920	https://www.ncbi.nlm.nih.gov/gene/?term=10920
ENSG00000124783	SSR1	signal sequence receptor subunit 1	6745	https://www.ncbi.nlm.nih.gov/gene/?term=6745
ENSG00000144136	SLC20A1	solute carrier family 20 member 1	6574	https://www.ncbi.nlm.nih.gov/gene/?term=6574
ENSG00000151116	UEVLD	UEV and lactate/malate dehyrogenase domains	55293	https://www.ncbi.nlm.nih.gov/gene/?term=55293
ENSG00000113742	CPEB4	cytoplasmic polyadenylation element binding protein 4	80315	https://www.ncbi.nlm.nih.gov/gene/?term=80315
ENSG00000143252	SDHC	succinate dehydrogenase complex subunit C	6391	https://www.ncbi.nlm.nih.gov/gene/?term=6391
ENSG00000167635	ZNF146	zinc finger protein 146	7705	https://www.ncbi.nlm.nih.gov/gene/?term=7705
ENSG00000177674	AGTRAP	angiotensin II receptor associated protein	57085	https://www.ncbi.nlm.nih.gov/gene/?term=57085
ENSG00000116560	SFPQ	splicing factor proline and glutamine rich	6421	https://www.ncbi.nlm.nih.gov/gene/?term=6421
ENSG00000136240	KDELR2	KDEL endoplasmic reticulum protein retention receptor 2	11014	https://www.ncbi.nlm.nih.gov/gene/?term=11014
ENSG00000013588	GPRC5A	G protein-coupled receptor class C group 5 member A	9052	https://www.ncbi.nlm.nih.gov/gene/?term=9052
ENSG00000112893	MAN2A1	mannosidase alpha class 2A member 1	4124	https://www.ncbi.nlm.nih.gov/gene/?term=4124
ENSG00000168374	ARF4	ADP ribosylation factor 4	378	https://www.ncbi.nlm.nih.gov/gene/?term=378
ENSG00000113456	RAD1	RAD1 checkpoint DNA exonuclease	5810	https://www.ncbi.nlm.nih.gov/gene/?term=5810
ENSG00000084733	RAB10	RAB10, member RAS oncogene family	10890	https://www.ncbi.nlm.nih.gov/gene/?term=10890
ENSG00000168461	RAB31	RAB31, member RAS oncogene family	11031	https://www.ncbi.nlm.nih.gov/gene/?term=11031
ENSG00000112739	PRPF4B	pre-mRNA processing factor 4B	8899	https://www.ncbi.nlm.nih.gov/gene/?term=8899
ENSG00000123352	SPATS2	spermatogenesis associated serine rich 2	65244	https://www.ncbi.nlm.nih.gov/gene/?term=65244
ENSG00000284190	MIR21	microRNA 21	406991	https://www.ncbi.nlm.nih.gov/gene/?term=406991
ENSG00000062716	VMP1	vacuole membrane protein 1	81671	https://www.ncbi.nlm.nih.gov/gene/?term=81671
ENSG00000012983	MAP4K5	mitogen-activated protein kinase kinase kinase kinase 5	11183	https://www.ncbi.nlm.nih.gov/gene/?term=11183
ENSG00000153944	MSI2	musashi RNA binding protein 2	124540	https://www.ncbi.nlm.nih.gov/gene/?term=124540
ENSG00000143420	ENSA	endosulfine alpha	2029	https://www.ncbi.nlm.nih.gov/gene/?term=2029
ENSG00000254685	FPGT	fucose-1-phosphate guanylyltransferase	8790	https://www.ncbi.nlm.nih.gov/gene/?term=8790
ENSG00000080815	PSEN1	presenilin 1	5663	https://www.ncbi.nlm.nih.gov/gene/?term=5663
ENSG00000136450	SRSF1	serine and arginine rich splicing factor 1	6426	https://www.ncbi.nlm.nih.gov/gene/?term=6426
ENSG00000141425	RPRD1A	regulation of nuclear pre-mRNA domain containing 1A	55197	https://www.ncbi.nlm.nih.gov/gene/?term=55197
ENSG00000136536	MARCH7	membrane associated ring-CH-type finger 7	64844	https://www.ncbi.nlm.nih.gov/gene/?term=64844
ENSG00000075539	FRYL	FRY like transcription coactivator	285527	https://www.ncbi.nlm.nih.gov/gene/?term=285527
ENSG00000185624	P4HB	prolyl 4-hydroxylase subunit beta	5034	https://www.ncbi.nlm.nih.gov/gene/?term=5034
ENSG00000086598	TMED2	transmembrane p24 trafficking protein 2	10959	https://www.ncbi.nlm.nih.gov/gene/?term=10959
ENSG00000172292	CERS6	ceramide synthase 6	253782	https://www.ncbi.nlm.nih.gov/gene/?term=253782
ENSG00000167325	RRM1	ribonucleotide reductase catalytic subunit M1	6240	https://www.ncbi.nlm.nih.gov/gene/?term=6240
ENSG00000198604	BAZ1A	bromodomain adjacent to zinc finger domain 1A	11177	https://www.ncbi.nlm.nih.gov/gene/?term=11177
ENSG00000213186	TRIM59	tripartite motif containing 59	286827	https://www.ncbi.nlm.nih.gov/gene/?term=286827
ENSG00000284163	MIR3620	microRNA 3620	100500810	https://www.ncbi.nlm.nih.gov/gene/?term=100500810
ENSG00000143761	ARF1	ADP ribosylation factor 1	375	https://www.ncbi.nlm.nih.gov/gene/?term=375
ENSG00000104365	IKBKB	inhibitor of nuclear factor kappa B kinase subunit beta	3551	https://www.ncbi.nlm.nih.gov/gene/?term=3551
ENSG00000110713	NUP98	nucleoporin 98	4928	https://www.ncbi.nlm.nih.gov/gene/?term=4928
ENSG00000077147	TM9SF3	transmembrane 9 superfamily member 3	56889	https://www.ncbi.nlm.nih.gov/gene/?term=56889
ENSG00000132912	DCTN4	dynactin subunit 4	51164	https://www.ncbi.nlm.nih.gov/gene/?term=51164
ENSG00000144566	RAB5A	RAB5A, member RAS oncogene family	5868	https://www.ncbi.nlm.nih.gov/gene/?term=5868
ENSG00000099246	RAB18	RAB18, member RAS oncogene family	22931	https://www.ncbi.nlm.nih.gov/gene/?term=22931
ENSG00000114742	WDR48	WD repeat domain 48	57599	https://www.ncbi.nlm.nih.gov/gene/?term=57599
ENSG00000198551	ZNF627	zinc finger protein 627	199692	https://www.ncbi.nlm.nih.gov/gene/?term=199692
ENSG00000106460	TMEM106B	transmembrane protein 106B	54664	https://www.ncbi.nlm.nih.gov/gene/?term=54664
ENSG00000196562	SULF2	sulfatase 2	55959	https://www.ncbi.nlm.nih.gov/gene/?term=55959
ENSG00000138071	ACTR2	actin related protein 2	10097	https://www.ncbi.nlm.nih.gov/gene/?term=10097
ENSG00000164597	COG5	component of oligomeric golgi complex 5	10466	https://www.ncbi.nlm.nih.gov/gene/?term=10466
ENSG00000284369	COG5	component of oligomeric golgi complex 5	10466	https://www.ncbi.nlm.nih.gov/gene/?term=10466
ENSG00000120837	NFYB	nuclear transcription factor Y subunit beta	4801	https://www.ncbi.nlm.nih.gov/gene/?term=4801
ENSG00000133110	POSTN	periostin	10631	https://www.ncbi.nlm.nih.gov/gene/?term=10631
ENSG00000106819	ASPN	asporin	54829	https://www.ncbi.nlm.nih.gov/gene/?term=54829
ENSG00000163964	PIGX	phosphatidylinositol glycan anchor biosynthesis class X	54965	https://www.ncbi.nlm.nih.gov/gene/?term=54965
ENSG00000183793	NPIPA5	nuclear pore complex interacting protein family member A5	100288332	https://www.ncbi.nlm.nih.gov/gene/?term=100288332
ENSG00000282705	NPIPA5	nuclear pore complex interacting protein family member A5	100288332	https://www.ncbi.nlm.nih.gov/gene/?term=100288332
ENSG00000198156	NPIPB6	nuclear pore complex interacting protein family member B6	728741	https://www.ncbi.nlm.nih.gov/gene/?term=728741
ENSG00000255524	NPIPB8	nuclear pore complex interacting protein family member B8	728734	https://www.ncbi.nlm.nih.gov/gene/?term=728734
ENSG00000169246	NPIPB3	nuclear pore complex interacting protein family member B3	23117	https://www.ncbi.nlm.nih.gov/gene/?term=23117
ENSG00000065135	GNAI3	G protein subunit alpha i3	2773	https://www.ncbi.nlm.nih.gov/gene/?term=2773
ENSG00000181315	ZNF322	zinc finger protein 322	79692	https://www.ncbi.nlm.nih.gov/gene/?term=79692
ENSG00000138303	ASCC1	activating signal cointegrator 1 complex subunit 1	51008	https://www.ncbi.nlm.nih.gov/gene/?term=51008
ENSG00000135845	PIGC	phosphatidylinositol glycan anchor biosynthesis class C	5279	https://www.ncbi.nlm.nih.gov/gene/?term=5279
ENSG00000124126	PREX1	phosphatidylinositol-3,4,5-trisphosphate dependent Rac exchange factor 1	57580	https://www.ncbi.nlm.nih.gov/gene/?term=57580
ENSG00000131233	GJA9	gap junction protein alpha 9	81025	https://www.ncbi.nlm.nih.gov/gene/?term=81025
ENSG00000214114	MYCBP	MYC binding protein	26292	https://www.ncbi.nlm.nih.gov/gene/?term=26292
ENSG00000163029	SMC6	structural maintenance of chromosomes 6	79677	https://www.ncbi.nlm.nih.gov/gene/?term=79677
ENSG00000163029	LOC105373449	uncharacterized LOC105373449	105373449	https://www.ncbi.nlm.nih.gov/gene/?term=105373449
ENSG00000165209	STRBP	spermatid perinuclear RNA binding protein	55342	https://www.ncbi.nlm.nih.gov/gene/?term=55342
ENSG00000142230	SAE1	SUMO1 activating enzyme subunit 1	10055	https://www.ncbi.nlm.nih.gov/gene/?term=10055
ENSG00000164932	CTHRC1	collagen triple helix repeat containing 1	115908	https://www.ncbi.nlm.nih.gov/gene/?term=115908
ENSG00000173890	GPR160	G protein-coupled receptor 160	26996	https://www.ncbi.nlm.nih.gov/gene/?term=26996
ENSG00000078098	FAP	fibroblast activation protein alpha	2191	https://www.ncbi.nlm.nih.gov/gene/?term=2191
ENSG00000134215	VAV3	vav guanine nucleotide exchange factor 3	10451	https://www.ncbi.nlm.nih.gov/gene/?term=10451
ENSG00000168538	TRAPPC11	trafficking protein particle complex 11	60684	https://www.ncbi.nlm.nih.gov/gene/?term=60684
ENSG00000141424	SLC39A6	solute carrier family 39 member 6	25800	https://www.ncbi.nlm.nih.gov/gene/?term=25800
ENSG00000167977	KCTD5	potassium channel tetramerization domain containing 5	54442	https://www.ncbi.nlm.nih.gov/gene/?term=54442
ENSG00000164190	NIPBL	NIPBL, cohesin loading factor	25836	https://www.ncbi.nlm.nih.gov/gene/?term=25836
ENSG00000067167	TRAM1	translocation associated membrane protein 1	23471	https://www.ncbi.nlm.nih.gov/gene/?term=23471
ENSG00000138780	GSTCD	glutathione S-transferase C-terminal domain containing	79807	https://www.ncbi.nlm.nih.gov/gene/?term=79807
ENSG00000010017	RANBP9	RAN binding protein 9	10048	https://www.ncbi.nlm.nih.gov/gene/?term=10048
ENSG00000156802	ATAD2	ATPase family, AAA domain containing 2	29028	https://www.ncbi.nlm.nih.gov/gene/?term=29028
ENSG00000075275	CELSR1	cadherin EGF LAG seven-pass G-type receptor 1	9620	https://www.ncbi.nlm.nih.gov/gene/?term=9620
ENSG00000118260	CREB1	cAMP responsive element binding protein 1	1385	https://www.ncbi.nlm.nih.gov/gene/?term=1385
ENSG00000170185	USP38	ubiquitin specific peptidase 38	84640	https://www.ncbi.nlm.nih.gov/gene/?term=84640
ENSG00000176532	PRR15	proline rich 15	222171	https://www.ncbi.nlm.nih.gov/gene/?term=222171
ENSG00000141380	SS18	SS18, nBAF chromatin remodeling complex subunit	6760	https://www.ncbi.nlm.nih.gov/gene/?term=6760
ENSG00000066044	ELAVL1	ELAV like RNA binding protein 1	1994	https://www.ncbi.nlm.nih.gov/gene/?term=1994
ENSG00000157388	CACNA1D	calcium voltage-gated channel subunit alpha1 D	776	https://www.ncbi.nlm.nih.gov/gene/?term=776
ENSG00000213066	FGFR1OP	FGFR1 oncogene partner	11116	https://www.ncbi.nlm.nih.gov/gene/?term=11116
ENSG00000116001	TIA1	TIA1 cytotoxic granule associated RNA binding protein	7072	https://www.ncbi.nlm.nih.gov/gene/?term=7072
ENSG00000188529	SRSF10	serine and arginine rich splicing factor 10	10772	https://www.ncbi.nlm.nih.gov/gene/?term=10772
ENSG00000184007	PTP4A2	protein tyrosine phosphatase type IVA, member 2	8073	https://www.ncbi.nlm.nih.gov/gene/?term=8073
ENSG00000100030	MAPK1	mitogen-activated protein kinase 1	5594	https://www.ncbi.nlm.nih.gov/gene/?term=5594
ENSG00000009844	VTA1	vesicle trafficking 1	51534	https://www.ncbi.nlm.nih.gov/gene/?term=51534
ENSG00000060718	COL11A1	collagen type XI alpha 1 chain	1301	https://www.ncbi.nlm.nih.gov/gene/?term=1301
ENSG00000100796	PPP4R3A	protein phosphatase 4 regulatory subunit 3A	55671	https://www.ncbi.nlm.nih.gov/gene/?term=55671
ENSG00000183684	ALYREF	Aly/REF export factor	10189	https://www.ncbi.nlm.nih.gov/gene/?term=10189
ENSG00000011405	PIK3C2A	phosphatidylinositol-4-phosphate 3-kinase catalytic subunit type 2 alpha	5286	https://www.ncbi.nlm.nih.gov/gene/?term=5286
ENSG00000284361	MIR4745	microRNA 4745	100616459	https://www.ncbi.nlm.nih.gov/gene/?term=100616459
ENSG00000011304	PTBP1	polypyrimidine tract binding protein 1	5725	https://www.ncbi.nlm.nih.gov/gene/?term=5725
ENSG00000113648	H2AFY	H2A histone family member Y	9555	https://www.ncbi.nlm.nih.gov/gene/?term=9555
ENSG00000112282	MED23	mediator complex subunit 23	9439	https://www.ncbi.nlm.nih.gov/gene/?term=9439
ENSG00000122484	RPAP2	RNA polymerase II associated protein 2	79871	https://www.ncbi.nlm.nih.gov/gene/?term=79871
ENSG00000078304	PPP2R5C	protein phosphatase 2 regulatory subunit B'gamma	5527	https://www.ncbi.nlm.nih.gov/gene/?term=5527
ENSG00000136051	WASHC4	WASH complex subunit 4	23325	https://www.ncbi.nlm.nih.gov/gene/?term=23325
ENSG00000105968	H2AFV	H2A histone family member V	94239	https://www.ncbi.nlm.nih.gov/gene/?term=94239
ENSG00000182492	BGN	biglycan	633	https://www.ncbi.nlm.nih.gov/gene/?term=633
ENSG00000162434	JAK1	Janus kinase 1	3716	https://www.ncbi.nlm.nih.gov/gene/?term=3716
ENSG00000006007	GDE1	glycerophosphodiester phosphodiesterase 1	51573	https://www.ncbi.nlm.nih.gov/gene/?term=51573
ENSG00000136875	PRPF4	pre-mRNA processing factor 4	9128	https://www.ncbi.nlm.nih.gov/gene/?term=9128
ENSG00000164694	FNDC1	fibronectin type III domain containing 1	84624	https://www.ncbi.nlm.nih.gov/gene/?term=84624
ENSG00000101367	MAPRE1	microtubule associated protein RP/EB family member 1	22919	https://www.ncbi.nlm.nih.gov/gene/?term=22919
ENSG00000133997	MED6	mediator complex subunit 6	10001	https://www.ncbi.nlm.nih.gov/gene/?term=10001
ENSG00000010278	CD9	CD9 molecule	928	https://www.ncbi.nlm.nih.gov/gene/?term=928
ENSG00000138660	AP1AR	adaptor related protein complex 1 associated regulatory protein	55435	https://www.ncbi.nlm.nih.gov/gene/?term=55435
ENSG00000198805	PNP	purine nucleoside phosphorylase	4860	https://www.ncbi.nlm.nih.gov/gene/?term=4860
ENSG00000132128	LRRC41	leucine rich repeat containing 41	10489	https://www.ncbi.nlm.nih.gov/gene/?term=10489
ENSG00000115145	STAM2	signal transducing adaptor molecule 2	10254	https://www.ncbi.nlm.nih.gov/gene/?term=10254
ENSG00000130311	DDA1	DET1 and DDB1 associated 1	79016	https://www.ncbi.nlm.nih.gov/gene/?term=79016
ENSG00000107651	SEC23IP	SEC23 interacting protein	11196	https://www.ncbi.nlm.nih.gov/gene/?term=11196
ENSG00000174695	TMEM167A	transmembrane protein 167A	153339	https://www.ncbi.nlm.nih.gov/gene/?term=153339
ENSG00000164692	COL1A2	collagen type I alpha 2 chain	1278	https://www.ncbi.nlm.nih.gov/gene/?term=1278
ENSG00000137801	THBS1	thrombospondin 1	7057	https://www.ncbi.nlm.nih.gov/gene/?term=7057
ENSG00000112081	SRSF3	serine and arginine rich splicing factor 3	6428	https://www.ncbi.nlm.nih.gov/gene/?term=6428
ENSG00000101596	SMCHD1	structural maintenance of chromosomes flexible hinge domain containing 1	23347	https://www.ncbi.nlm.nih.gov/gene/?term=23347
ENSG00000182670	TTC3	tetratricopeptide repeat domain 3	7267	https://www.ncbi.nlm.nih.gov/gene/?term=7267
ENSG00000181788	SIAH2	siah E3 ubiquitin protein ligase 2	6478	https://www.ncbi.nlm.nih.gov/gene/?term=6478
ENSG00000114978	MOB1A	MOB kinase activator 1A	55233	https://www.ncbi.nlm.nih.gov/gene/?term=55233
ENSG00000251562	MALAT1	metastasis associated lung adenocarcinoma transcript 1	378938	https://www.ncbi.nlm.nih.gov/gene/?term=378938
ENSG00000170606	HSPA4	heat shock protein family A (Hsp70) member 4	3308	https://www.ncbi.nlm.nih.gov/gene/?term=3308
ENSG00000169398	PTK2	protein tyrosine kinase 2	5747	https://www.ncbi.nlm.nih.gov/gene/?term=5747
ENSG00000116062	MSH6	mutS homolog 6	2956	https://www.ncbi.nlm.nih.gov/gene/?term=2956
ENSG00000196586	MYO6	myosin VI	4646	https://www.ncbi.nlm.nih.gov/gene/?term=4646
ENSG00000111790	FGFR1OP2	FGFR1 oncogene partner 2	26127	https://www.ncbi.nlm.nih.gov/gene/?term=26127
ENSG00000164924	YWHAZ	tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein zeta	7534	https://www.ncbi.nlm.nih.gov/gene/?term=7534
