userId	geneSymbol	geneName	entrezgene	gLink
ENSG00000100448	CTSG	cathepsin G	1511	https://www.ncbi.nlm.nih.gov/gene/?term=1511
ENSG00000101187	SLCO4A1	solute carrier organic anion transporter family member 4A1	28231	https://www.ncbi.nlm.nih.gov/gene/?term=28231
ENSG00000101230	ISM1	isthmin 1	140862	https://www.ncbi.nlm.nih.gov/gene/?term=140862
ENSG00000101280	ANGPT4	angiopoietin 4	51378	https://www.ncbi.nlm.nih.gov/gene/?term=51378
ENSG00000101311	FERMT1	fermitin family member 1	55612	https://www.ncbi.nlm.nih.gov/gene/?term=55612
ENSG00000101349	PAK5	p21 (RAC1) activated kinase 5	57144	https://www.ncbi.nlm.nih.gov/gene/?term=57144
ENSG00000101871	MID1	midline 1	4281	https://www.ncbi.nlm.nih.gov/gene/?term=4281
ENSG00000101955	SRPX	sushi repeat containing protein X-linked	8406	https://www.ncbi.nlm.nih.gov/gene/?term=8406
ENSG00000102010	BMX	BMX non-receptor tyrosine kinase	660	https://www.ncbi.nlm.nih.gov/gene/?term=660
ENSG00000102243	VGLL1	vestigial like family member 1	51442	https://www.ncbi.nlm.nih.gov/gene/?term=51442
ENSG00000102287	GABRE	gamma-aminobutyric acid type A receptor epsilon subunit	2564	https://www.ncbi.nlm.nih.gov/gene/?term=2564
ENSG00000102290	PCDH11X	protocadherin 11 X-linked	27328	https://www.ncbi.nlm.nih.gov/gene/?term=27328
ENSG00000102554	KLF5	Kruppel like factor 5	688	https://www.ncbi.nlm.nih.gov/gene/?term=688
ENSG00000102802	MEDAG	mesenteric estrogen dependent adipogenesis	84935	https://www.ncbi.nlm.nih.gov/gene/?term=84935
ENSG00000103044	HAS3	hyaluronan synthase 3	3038	https://www.ncbi.nlm.nih.gov/gene/?term=3038
ENSG00000103546	SLC6A2	solute carrier family 6 member 2	6530	https://www.ncbi.nlm.nih.gov/gene/?term=6530
ENSG00000104044	OCA2	OCA2 melanosomal transmembrane protein	4948	https://www.ncbi.nlm.nih.gov/gene/?term=4948
ENSG00000104055	TGM5	transglutaminase 5	9333	https://www.ncbi.nlm.nih.gov/gene/?term=9333
ENSG00000104332	SFRP1	secreted frizzled related protein 1	6422	https://www.ncbi.nlm.nih.gov/gene/?term=6422
ENSG00000104371	DKK4	dickkopf WNT signaling pathway inhibitor 4	27121	https://www.ncbi.nlm.nih.gov/gene/?term=27121
ENSG00000104490	NCALD	neurocalcin delta	83988	https://www.ncbi.nlm.nih.gov/gene/?term=83988
ENSG00000104888	SLC17A7	solute carrier family 17 member 7	57030	https://www.ncbi.nlm.nih.gov/gene/?term=57030
ENSG00000105376	ICAM5	intercellular adhesion molecule 5	7087	https://www.ncbi.nlm.nih.gov/gene/?term=7087
ENSG00000105971	CAV2	caveolin 2	858	https://www.ncbi.nlm.nih.gov/gene/?term=858
ENSG00000105974	CAV1	caveolin 1	857	https://www.ncbi.nlm.nih.gov/gene/?term=857
ENSG00000105976	MET	MET proto-oncogene, receptor tyrosine kinase	4233	https://www.ncbi.nlm.nih.gov/gene/?term=4233
ENSG00000105996	HOXA2	homeobox A2	3199	https://www.ncbi.nlm.nih.gov/gene/?term=3199
ENSG00000105997	HOXA3	homeobox A3	3200	https://www.ncbi.nlm.nih.gov/gene/?term=3200
ENSG00000106004	HOXA5	homeobox A5	3202	https://www.ncbi.nlm.nih.gov/gene/?term=3202
ENSG00000106006	HOXA6	homeobox A6	3203	https://www.ncbi.nlm.nih.gov/gene/?term=3203
ENSG00000106123	EPHB6	EPH receptor B6	2051	https://www.ncbi.nlm.nih.gov/gene/?term=2051
ENSG00000106278	PTPRZ1	protein tyrosine phosphatase, receptor type Z1	5803	https://www.ncbi.nlm.nih.gov/gene/?term=5803
ENSG00000106484	MEST	mesoderm specific transcript	4232	https://www.ncbi.nlm.nih.gov/gene/?term=4232
ENSG00000106511	MEOX2	mesenchyme homeobox 2	4223	https://www.ncbi.nlm.nih.gov/gene/?term=4223
ENSG00000106714	CNTNAP3	contactin associated protein like 3	79937	https://www.ncbi.nlm.nih.gov/gene/?term=79937
ENSG00000106809	OGN	osteoglycin	4969	https://www.ncbi.nlm.nih.gov/gene/?term=4969
ENSG00000106823	ECM2	NA	1842	https://www.ncbi.nlm.nih.gov/gene/?term=1842
ENSG00000107242	PIP5K1B	phosphatidylinositol-4-phosphate 5-kinase type 1 beta	8395	https://www.ncbi.nlm.nih.gov/gene/?term=8395
ENSG00000107317	PTGDS	prostaglandin D2 synthase	5730	https://www.ncbi.nlm.nih.gov/gene/?term=5730
ENSG00000107796	ACTA2	actin alpha 2, smooth muscle	59	https://www.ncbi.nlm.nih.gov/gene/?term=59
ENSG00000108924	HLF	HLF, PAR bZIP transcription factor	3131	https://www.ncbi.nlm.nih.gov/gene/?term=3131
ENSG00000108960	MMD	monocyte to macrophage differentiation associated	23531	https://www.ncbi.nlm.nih.gov/gene/?term=23531
ENSG00000109107	ALDOC	aldolase, fructose-bisphosphate C	230	https://www.ncbi.nlm.nih.gov/gene/?term=230
ENSG00000109610	SOD3	superoxide dismutase 3	6649	https://www.ncbi.nlm.nih.gov/gene/?term=6649
ENSG00000109906	ZBTB16	zinc finger and BTB domain containing 16	7704	https://www.ncbi.nlm.nih.gov/gene/?term=7704
ENSG00000110195	FOLR1	folate receptor 1	2348	https://www.ncbi.nlm.nih.gov/gene/?term=2348
ENSG00000111339	ART4	ADP-ribosyltransferase 4 (Dombrock blood group)	420	https://www.ncbi.nlm.nih.gov/gene/?term=420
ENSG00000112175	BMP5	bone morphogenetic protein 5	653	https://www.ncbi.nlm.nih.gov/gene/?term=653
ENSG00000112320	SOBP	sine oculis binding protein homolog	55084	https://www.ncbi.nlm.nih.gov/gene/?term=55084
ENSG00000113369	ARRDC3	arrestin domain containing 3	57561	https://www.ncbi.nlm.nih.gov/gene/?term=57561
ENSG00000113396	SLC27A6	solute carrier family 27 member 6	28965	https://www.ncbi.nlm.nih.gov/gene/?term=28965
ENSG00000113578	FGF1	fibroblast growth factor 1	2246	https://www.ncbi.nlm.nih.gov/gene/?term=2246
ENSG00000113594	LIFR	LIF receptor alpha	3977	https://www.ncbi.nlm.nih.gov/gene/?term=3977
ENSG00000114547	ROPN1B	rhophilin associated tail protein 1B	152015	https://www.ncbi.nlm.nih.gov/gene/?term=152015
ENSG00000115295	CLIP4	CAP-Gly domain containing linker protein family member 4	79745	https://www.ncbi.nlm.nih.gov/gene/?term=79745
ENSG00000115353	TACR1	tachykinin receptor 1	6869	https://www.ncbi.nlm.nih.gov/gene/?term=6869
ENSG00000115380	EFEMP1	EGF containing fibulin extracellular matrix protein 1	2202	https://www.ncbi.nlm.nih.gov/gene/?term=2202
ENSG00000115596	WNT6	Wnt family member 6	7475	https://www.ncbi.nlm.nih.gov/gene/?term=7475
ENSG00000116194	ANGPTL1	angiopoietin like 1	9068	https://www.ncbi.nlm.nih.gov/gene/?term=9068
ENSG00000116678	LEPR	leptin receptor	3953	https://www.ncbi.nlm.nih.gov/gene/?term=3953
ENSG00000116711	PLA2G4A	phospholipase A2 group IVA	5321	https://www.ncbi.nlm.nih.gov/gene/?term=5321
ENSG00000117013	KCNQ4	potassium voltage-gated channel subfamily Q member 4	9132	https://www.ncbi.nlm.nih.gov/gene/?term=9132
ENSG00000117525	F3	coagulation factor III, tissue factor	2152	https://www.ncbi.nlm.nih.gov/gene/?term=2152
ENSG00000117707	PROX1	prospero homeobox 1	5629	https://www.ncbi.nlm.nih.gov/gene/?term=5629
ENSG00000118432	CNR1	cannabinoid receptor 1	1268	https://www.ncbi.nlm.nih.gov/gene/?term=1268
ENSG00000118495	PLAGL1	PLAG1 like zinc finger 1	5325	https://www.ncbi.nlm.nih.gov/gene/?term=5325
ENSG00000118596	SLC16A7	solute carrier family 16 member 7	9194	https://www.ncbi.nlm.nih.gov/gene/?term=9194
ENSG00000118849	RARRES1	retinoic acid receptor responder 1	5918	https://www.ncbi.nlm.nih.gov/gene/?term=5918
ENSG00000119121	TRPM6	transient receptor potential cation channel subfamily M member 6	140803	https://www.ncbi.nlm.nih.gov/gene/?term=140803
ENSG00000119147	C2orf40	chromosome 2 open reading frame 40	84417	https://www.ncbi.nlm.nih.gov/gene/?term=84417
ENSG00000119771	KLHL29	kelch like family member 29	114818	https://www.ncbi.nlm.nih.gov/gene/?term=114818
ENSG00000119866	BCL11A	BCL11A, BAF complex component	53335	https://www.ncbi.nlm.nih.gov/gene/?term=53335
ENSG00000119946	CNNM1	cyclin and CBS domain divalent metal cation transport mediator 1	26507	https://www.ncbi.nlm.nih.gov/gene/?term=26507
ENSG00000120088	CRHR1	corticotropin releasing hormone receptor 1	1394	https://www.ncbi.nlm.nih.gov/gene/?term=1394
ENSG00000120088	LINC02210-CRHR1	LINC02210-CRHR1 readthrough	104909134	https://www.ncbi.nlm.nih.gov/gene/?term=104909134
ENSG00000120162	MOB3B	MOB kinase activator 3B	79817	https://www.ncbi.nlm.nih.gov/gene/?term=79817
ENSG00000120471	TP53AIP1	tumor protein p53 regulated apoptosis inducing protein 1	63970	https://www.ncbi.nlm.nih.gov/gene/?term=63970
ENSG00000120645	IQSEC3	IQ motif and Sec7 domain 3	440073	https://www.ncbi.nlm.nih.gov/gene/?term=440073
ENSG00000120738	EGR1	early growth response 1	1958	https://www.ncbi.nlm.nih.gov/gene/?term=1958
ENSG00000121552	CSTA	cystatin A	1475	https://www.ncbi.nlm.nih.gov/gene/?term=1475
ENSG00000122420	PTGFR	prostaglandin F receptor	5737	https://www.ncbi.nlm.nih.gov/gene/?term=5737
ENSG00000122591	FAM126A	family with sequence similarity 126 member A	84668	https://www.ncbi.nlm.nih.gov/gene/?term=84668
ENSG00000122592	HOXA7	homeobox A7	3204	https://www.ncbi.nlm.nih.gov/gene/?term=3204
ENSG00000122644	ARL4A	ADP ribosylation factor like GTPase 4A	10124	https://www.ncbi.nlm.nih.gov/gene/?term=10124
ENSG00000122733	PHF24	PHD finger protein 24	23349	https://www.ncbi.nlm.nih.gov/gene/?term=23349
ENSG00000122756	CNTFR	ciliary neurotrophic factor receptor	1271	https://www.ncbi.nlm.nih.gov/gene/?term=1271
ENSG00000122877	EGR2	early growth response 2	1959	https://www.ncbi.nlm.nih.gov/gene/?term=1959
ENSG00000123243	ITIH5	inter-alpha-trypsin inhibitor heavy chain family member 5	80760	https://www.ncbi.nlm.nih.gov/gene/?term=80760
ENSG00000123560	PLP1	proteolipid protein 1	5354	https://www.ncbi.nlm.nih.gov/gene/?term=5354
ENSG00000123700	KCNJ2	potassium voltage-gated channel subfamily J member 2	3759	https://www.ncbi.nlm.nih.gov/gene/?term=3759
ENSG00000124107	SLPI	secretory leukocyte peptidase inhibitor	6590	https://www.ncbi.nlm.nih.gov/gene/?term=6590
ENSG00000124134	KCNS1	potassium voltage-gated channel modifier subfamily S member 1	3787	https://www.ncbi.nlm.nih.gov/gene/?term=3787
ENSG00000124205	EDN3	endothelin 3	1908	https://www.ncbi.nlm.nih.gov/gene/?term=1908
ENSG00000124440	HIF3A	hypoxia inducible factor 3 subunit alpha	64344	https://www.ncbi.nlm.nih.gov/gene/?term=64344
ENSG00000124785	NRN1	neuritin 1	51299	https://www.ncbi.nlm.nih.gov/gene/?term=51299
ENSG00000125355	TMEM255A	transmembrane protein 255A	55026	https://www.ncbi.nlm.nih.gov/gene/?term=55026
ENSG00000125845	BMP2	bone morphogenetic protein 2	650	https://www.ncbi.nlm.nih.gov/gene/?term=650
ENSG00000125878	TCF15	transcription factor 15	6939	https://www.ncbi.nlm.nih.gov/gene/?term=6939
ENSG00000125965	GDF5	growth differentiation factor 5	8200	https://www.ncbi.nlm.nih.gov/gene/?term=8200
ENSG00000126218	F10	coagulation factor X	2159	https://www.ncbi.nlm.nih.gov/gene/?term=2159
ENSG00000126878	AIF1L	allograft inflammatory factor 1 like	83543	https://www.ncbi.nlm.nih.gov/gene/?term=83543
ENSG00000126895	AVPR2	arginine vasopressin receptor 2	554	https://www.ncbi.nlm.nih.gov/gene/?term=554
ENSG00000127743	IL17B	interleukin 17B	27190	https://www.ncbi.nlm.nih.gov/gene/?term=27190
ENSG00000127920	GNG11	G protein subunit gamma 11	2791	https://www.ncbi.nlm.nih.gov/gene/?term=2791
ENSG00000128016	ZFP36	ZFP36 ring finger protein	7538	https://www.ncbi.nlm.nih.gov/gene/?term=7538
ENSG00000128422	KRT17	keratin 17	3872	https://www.ncbi.nlm.nih.gov/gene/?term=3872
ENSG00000128482	RNF112	ring finger protein 112	7732	https://www.ncbi.nlm.nih.gov/gene/?term=7732
ENSG00000128918	ALDH1A2	aldehyde dehydrogenase 1 family member A2	8854	https://www.ncbi.nlm.nih.gov/gene/?term=8854
ENSG00000129151	BBOX1	gamma-butyrobetaine hydroxylase 1	8424	https://www.ncbi.nlm.nih.gov/gene/?term=8424
ENSG00000129451	KLK10	kallikrein related peptidase 10	5655	https://www.ncbi.nlm.nih.gov/gene/?term=5655
ENSG00000129455	KLK8	kallikrein related peptidase 8	11202	https://www.ncbi.nlm.nih.gov/gene/?term=11202
ENSG00000129680	MAP7D3	MAP7 domain containing 3	79649	https://www.ncbi.nlm.nih.gov/gene/?term=79649
ENSG00000129757	CDKN1C	cyclin dependent kinase inhibitor 1C	1028	https://www.ncbi.nlm.nih.gov/gene/?term=1028
ENSG00000130032	PRRG3	proline rich and Gla domain 3	79057	https://www.ncbi.nlm.nih.gov/gene/?term=79057
ENSG00000130176	CNN1	calponin 1	1264	https://www.ncbi.nlm.nih.gov/gene/?term=1264
ENSG00000130226	DPP6	dipeptidyl peptidase like 6	1804	https://www.ncbi.nlm.nih.gov/gene/?term=1804
ENSG00000130988	RGN	regucalcin	9104	https://www.ncbi.nlm.nih.gov/gene/?term=9104
ENSG00000131016	AKAP12	A-kinase anchoring protein 12	9590	https://www.ncbi.nlm.nih.gov/gene/?term=9590
ENSG00000131019	ULBP3	UL16 binding protein 3	79465	https://www.ncbi.nlm.nih.gov/gene/?term=79465
ENSG00000131095	GFAP	glial fibrillary acidic protein	2670	https://www.ncbi.nlm.nih.gov/gene/?term=2670
ENSG00000131386	GALNT15	polypeptide N-acetylgalactosaminyltransferase 15	117248	https://www.ncbi.nlm.nih.gov/gene/?term=117248
ENSG00000131480	AOC2	amine oxidase, copper containing 2	314	https://www.ncbi.nlm.nih.gov/gene/?term=314
ENSG00000131771	PPP1R1B	protein phosphatase 1 regulatory inhibitor subunit 1B	84152	https://www.ncbi.nlm.nih.gov/gene/?term=84152
ENSG00000132514	CLEC10A	C-type lectin domain containing 10A	10462	https://www.ncbi.nlm.nih.gov/gene/?term=10462
ENSG00000132561	MATN2	matrilin 2	4147	https://www.ncbi.nlm.nih.gov/gene/?term=4147
ENSG00000132970	WASF3	WAS protein family member 3	10810	https://www.ncbi.nlm.nih.gov/gene/?term=10810
ENSG00000132975	GPR12	G protein-coupled receptor 12	2835	https://www.ncbi.nlm.nih.gov/gene/?term=2835
ENSG00000133048	CHI3L1	chitinase 3 like 1	1116	https://www.ncbi.nlm.nih.gov/gene/?term=1116
ENSG00000133067	LGR6	leucine rich repeat containing G protein-coupled receptor 6	59352	https://www.ncbi.nlm.nih.gov/gene/?term=59352
ENSG00000133116	KL	klotho	9365	https://www.ncbi.nlm.nih.gov/gene/?term=9365
ENSG00000133401	PDZD2	PDZ domain containing 2	23037	https://www.ncbi.nlm.nih.gov/gene/?term=23037
ENSG00000133687	TMTC1	transmembrane and tetratricopeptide repeat containing 1	83857	https://www.ncbi.nlm.nih.gov/gene/?term=83857
ENSG00000134121	CHL1	cell adhesion molecule L1 like	10752	https://www.ncbi.nlm.nih.gov/gene/?term=10752
ENSG00000134757	DSG3	desmoglein 3	1830	https://www.ncbi.nlm.nih.gov/gene/?term=1830
ENSG00000134760	DSG1	desmoglein 1	1828	https://www.ncbi.nlm.nih.gov/gene/?term=1828
ENSG00000134762	DSC3	desmocollin 3	1825	https://www.ncbi.nlm.nih.gov/gene/?term=1825
ENSG00000134765	DSC1	desmocollin 1	1823	https://www.ncbi.nlm.nih.gov/gene/?term=1823
ENSG00000135046	ANXA1	annexin A1	301	https://www.ncbi.nlm.nih.gov/gene/?term=301
ENSG00000135063	FAM189A2	family with sequence similarity 189 member A2	9413	https://www.ncbi.nlm.nih.gov/gene/?term=9413
ENSG00000135069	PSAT1	phosphoserine aminotransferase 1	29968	https://www.ncbi.nlm.nih.gov/gene/?term=29968
ENSG00000135116	HRK	harakiri, BCL2 interacting protein	8739	https://www.ncbi.nlm.nih.gov/gene/?term=8739
ENSG00000135144	DTX1	deltex E3 ubiquitin ligase 1	1840	https://www.ncbi.nlm.nih.gov/gene/?term=1840
ENSG00000135218	CD36	CD36 molecule	948	https://www.ncbi.nlm.nih.gov/gene/?term=948
ENSG00000135324	MRAP2	melanocortin 2 receptor accessory protein 2	112609	https://www.ncbi.nlm.nih.gov/gene/?term=112609
ENSG00000135374	ELF5	E74 like ETS transcription factor 5	2001	https://www.ncbi.nlm.nih.gov/gene/?term=2001
ENSG00000135406	PRPH	peripherin	5630	https://www.ncbi.nlm.nih.gov/gene/?term=5630
ENSG00000135519	KCNH3	potassium voltage-gated channel subfamily H member 3	23416	https://www.ncbi.nlm.nih.gov/gene/?term=23416
ENSG00000135604	STX11	syntaxin 11	8676	https://www.ncbi.nlm.nih.gov/gene/?term=8676
ENSG00000135960	EDAR	ectodysplasin A receptor	10913	https://www.ncbi.nlm.nih.gov/gene/?term=10913
ENSG00000136011	STAB2	stabilin 2	55576	https://www.ncbi.nlm.nih.gov/gene/?term=55576
ENSG00000136014	USP44	ubiquitin specific peptidase 44	84101	https://www.ncbi.nlm.nih.gov/gene/?term=84101
ENSG00000136158	SPRY2	sprouty RTK signaling antagonist 2	10253	https://www.ncbi.nlm.nih.gov/gene/?term=10253
ENSG00000136160	EDNRB	endothelin receptor type B	1910	https://www.ncbi.nlm.nih.gov/gene/?term=1910
ENSG00000136531	SCN2A	sodium voltage-gated channel alpha subunit 2	6326	https://www.ncbi.nlm.nih.gov/gene/?term=6326
ENSG00000136826	KLF4	Kruppel like factor 4	9314	https://www.ncbi.nlm.nih.gov/gene/?term=9314
ENSG00000136960	ENPP2	ectonucleotide pyrophosphatase/phosphodiesterase 2	5168	https://www.ncbi.nlm.nih.gov/gene/?term=5168
ENSG00000137033	IL33	interleukin 33	90865	https://www.ncbi.nlm.nih.gov/gene/?term=90865
ENSG00000137077	CCL21	C-C motif chemokine ligand 21	6366	https://www.ncbi.nlm.nih.gov/gene/?term=6366
ENSG00000137225	CAPN11	calpain 11	11131	https://www.ncbi.nlm.nih.gov/gene/?term=11131
ENSG00000137285	TUBB2B	tubulin beta 2B class IIb	347733	https://www.ncbi.nlm.nih.gov/gene/?term=347733
ENSG00000137440	FGFBP1	fibroblast growth factor binding protein 1	9982	https://www.ncbi.nlm.nih.gov/gene/?term=9982
ENSG00000137463	MGARP	mitochondria localized glutamic acid rich protein	84709	https://www.ncbi.nlm.nih.gov/gene/?term=84709
ENSG00000137675	MMP27	matrix metallopeptidase 27	64066	https://www.ncbi.nlm.nih.gov/gene/?term=64066
ENSG00000137699	TRIM29	tripartite motif containing 29	23650	https://www.ncbi.nlm.nih.gov/gene/?term=23650
ENSG00000137727	ARHGAP20	Rho GTPase activating protein 20	57569	https://www.ncbi.nlm.nih.gov/gene/?term=57569
ENSG00000137731	FXYD2	FXYD domain containing ion transport regulator 2	486	https://www.ncbi.nlm.nih.gov/gene/?term=486
ENSG00000137960	GIPC2	GIPC PDZ domain containing family member 2	54810	https://www.ncbi.nlm.nih.gov/gene/?term=54810
ENSG00000138131	LOXL4	lysyl oxidase like 4	84171	https://www.ncbi.nlm.nih.gov/gene/?term=84171
ENSG00000138356	AOX1	aldehyde oxidase 1	316	https://www.ncbi.nlm.nih.gov/gene/?term=316
ENSG00000138640	FAM13A	family with sequence similarity 13 member A	10144	https://www.ncbi.nlm.nih.gov/gene/?term=10144
ENSG00000138685	FGF2	fibroblast growth factor 2	2247	https://www.ncbi.nlm.nih.gov/gene/?term=2247
ENSG00000138722	MMRN1	multimerin 1	22915	https://www.ncbi.nlm.nih.gov/gene/?term=22915
ENSG00000138772	ANXA3	annexin A3	306	https://www.ncbi.nlm.nih.gov/gene/?term=306
ENSG00000139144	PIK3C2G	phosphatidylinositol-4-phosphate 3-kinase catalytic subunit type 2 gamma	5288	https://www.ncbi.nlm.nih.gov/gene/?term=5288
ENSG00000139263	LRIG3	leucine rich repeats and immunoglobulin like domains 3	121227	https://www.ncbi.nlm.nih.gov/gene/?term=121227
ENSG00000139874	SSTR1	somatostatin receptor 1	6751	https://www.ncbi.nlm.nih.gov/gene/?term=6751
ENSG00000140279	DUOX2	dual oxidase 2	50506	https://www.ncbi.nlm.nih.gov/gene/?term=50506
ENSG00000140545	MFGE8	milk fat globule-EGF factor 8 protein	4240	https://www.ncbi.nlm.nih.gov/gene/?term=4240
ENSG00000140955	ADAD2	adenosine deaminase domain containing 2	161931	https://www.ncbi.nlm.nih.gov/gene/?term=161931
ENSG00000141404	GNAL	G protein subunit alpha L	2774	https://www.ncbi.nlm.nih.gov/gene/?term=2774
ENSG00000141639	MAPK4	mitogen-activated protein kinase 4	5596	https://www.ncbi.nlm.nih.gov/gene/?term=5596
ENSG00000141750	STAC2	SH3 and cysteine rich domain 2	342667	https://www.ncbi.nlm.nih.gov/gene/?term=342667
ENSG00000142677	IL22RA1	interleukin 22 receptor subunit alpha 1	58985	https://www.ncbi.nlm.nih.gov/gene/?term=58985
ENSG00000142910	TINAGL1	tubulointerstitial nephritis antigen like 1	64129	https://www.ncbi.nlm.nih.gov/gene/?term=64129
